                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.78689,                0.91009,                0.94196,                0.67607,                0.75272,                0.80453,                 0.6907,                0.78658,                 1.6558,                0.96753,             0.00044105,             0.00044105,             0.00044105
                    158,                0.59869,                 0.7572,                0.92797,                0.59771,                 0.9027,                0.81421,                0.69257,                0.77453,                 1.6456,                0.99207,             0.00043805,             0.00043805,             0.00043805
                    159,                0.62372,                0.69604,                0.92965,                0.59771,                 0.9027,                0.81421,                0.69257,                0.77453,                 1.6456,                0.99207,             0.00043505,             0.00043505,             0.00043505
                    160,                0.60763,                 0.8188,                0.92269,                 0.7159,                0.83592,                0.83376,                 0.6962,                0.79076,                 1.6209,                 1.0312,             0.00043205,             0.00043205,             0.00043205
                    161,                0.48725,                0.75171,                0.85419,                 0.7159,                0.83592,                0.83376,                 0.6962,                0.79076,                 1.6209,                 1.0312,             0.00042905,             0.00042905,             0.00042905
                    162,                0.55137,                 0.6607,                0.86283,                0.73068,                0.86209,                0.85227,                0.69602,                0.79206,                 1.5369,                 1.0594,             0.00042605,             0.00042605,             0.00042605
                    163,                 0.5835,                0.71788,                0.88241,                0.73068,                0.86209,                0.85227,                0.69602,                0.79206,                 1.5369,                 1.0594,             0.00042305,             0.00042305,             0.00042305
                    164,                0.55046,                0.68861,                0.86727,                0.75815,                0.85862,                0.86535,                0.69778,                0.79814,                 1.4586,                 1.0738,             0.00042005,             0.00042005,             0.00042005
                    165,                0.50222,                 0.7108,                0.86236,                0.75815,                0.85862,                0.86535,                0.69778,                0.79814,                 1.4586,                 1.0738,             0.00041705,             0.00041705,             0.00041705
                    166,                0.52752,                0.65426,                0.87088,                0.76066,                0.79495,                0.86303,                0.70453,                0.80355,                  1.393,                 1.0789,             0.00041405,             0.00041405,             0.00041405
                    167,                0.47778,                0.63771,                0.86249,                0.76066,                0.79495,                0.86303,                0.70453,                0.80355,                  1.393,                 1.0789,             0.00041105,             0.00041105,             0.00041105
                    168,                0.60971,                0.75757,                0.94613,                0.72828,                0.82334,                0.88068,                0.70376,                0.79759,                 1.3658,                 1.0633,             0.00040805,             0.00040805,             0.00040805
                    169,                0.53623,                0.76176,                0.89183,                0.72828,                0.82334,                0.88068,                0.70376,                0.79759,                 1.3658,                 1.0633,             0.00040505,             0.00040505,             0.00040505
                    170,                0.55243,                0.67483,                0.89992,                 0.7188,                0.83795,                0.88353,                0.70831,                0.79469,                 1.3636,                 1.0554,             0.00040205,             0.00040205,             0.00040205
                    171,                0.63131,                0.73261,                0.91807,                 0.7188,                0.83795,                0.88353,                0.70831,                0.79469,                 1.3636,                 1.0554,             0.00039905,             0.00039905,             0.00039905
                    172,                0.45402,                0.66225,                0.81496,                0.73465,                 0.8307,                0.88353,                0.70164,                0.78936,                 1.3533,                 1.0545,             0.00039605,             0.00039605,             0.00039605
                    173,                 0.5935,                0.99737,                0.92257,                0.73465,                 0.8307,                0.88353,                0.70164,                0.78936,                 1.3533,                 1.0545,             0.00039305,             0.00039305,             0.00039305
